id,isbn,title,author,genres,cover,published_year,rating
150,0060511109,The Secret Sister,Elizabeth Lowell,Fiction,http://books.google.com/books/content?id=Pmjr6ytkCikC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.65
151,0060511117,Amelia Bedelia Helps Out,Peggy Parish,Juvenile Fiction,http://books.google.com/books/content?id=rELWOiQkJTYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.25
152,0060511133,Whirlpool,Elizabeth Lowell,Fiction,http://books.google.com/books/content?id=FrnsFG4_j1oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.78
153,0060511141,"Teach Us, Amelia Bedelia",Peggy Parish,Juvenile Fiction,http://books.google.com/books/content?id=gnVFCJ4sW3IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.21
154,0060512806,Cryptonomicon,Neal Stephenson,Fiction,http://books.google.com/books/content?id=qYAmfUBPN-UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.25
155,0060513098,Falling Up,Shel Silverstein,Juvenile Nonfiction,,2002,4.34
156,0060515198,Anansi Boys,Neil Gaiman,Fiction,http://books.google.com/books/content?id=VagoPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.02
157,0060515228,Fragile Things,Neil Gaiman,Fiction,http://books.google.com/books/content?id=ggLzJskmIqYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.01
158,0060516054,What Went Wrong?,Bernard Lewis,History,http://books.google.com/books/content?id=qgNrVchhhfMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.49
159,0060518650,Letters from the Earth,Mark Twain,Literary Criticism,http://books.google.com/books/content?id=uURT_Dwfby0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.22
160,0060519134,Savannah Blues,Mary Kay Andrews,Fiction,http://books.google.com/books/content?id=q6lDgw6lr-MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.98
161,0060521228,The Whipping Boy,Sid Fleischman,Juvenile Fiction,http://books.google.com/books/content?id=zxTR6u81GY8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.56
162,0060521996,The Innovator's Dilemma,Clayton M. Christensen,Business & Economics,http://books.google.com/books/content?id=qZxlDIzXyqwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.99
163,0060524936,A Nose for Murder,Lee Charles Kelley,Fiction,http://books.google.com/books/content?id=c3PIvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.47
164,006052510X,Happiness,Will Ferguson,Fiction,http://books.google.com/books/content?id=4B2EYGj68uQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.78
165,0060525118,Size 12 Is Not Fat,Meg Cabot,Fiction,,2006,3.74
166,0060527986,Warrior of the Light,Paulo Coelho,Fiction,http://books.google.com/books/content?id=yH0zlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.7
167,0060527994,The Devil and Miss Prym,Paulo Coelho,Fiction,http://books.google.com/books/content?id=TpR7JDmg9DoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.6
168,0060529571,The Big Bing,Stanley Bing,Business & Economics,http://books.google.com/books/content?id=Cb3MlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.08
169,0060531045,One Hundred Years of Solitude,Gabriel Garcia Marquez,Fiction,http://books.google.com/books/content?id=pgPWOaOctq8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.06
170,0060535113,Walt Whitman,Justin Kaplan,Biography & Autobiography,http://books.google.com/books/content?id=BMLXGLY9OzoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.99
171,0060539097,How to Make Love Like a Porn Star,Jenna Jameson;Neil Strauss,Biography & Autobiography,http://books.google.com/books/content?id=qjZzQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.75
172,0060539259,The Outsider,Richard Wright,Fiction,http://books.google.com/books/content?id=aWtIFc7kdzsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1953,4.16
173,006054094X,1421,Gavin Menzies,History,http://books.google.com/books/content?id=lD7S4QLUjBkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.59
174,0060541814,The Andromeda Strain,Michael Crichton,Fiction,http://books.google.com/books/content?id=k6LVNLM_D-8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.89
175,0060541830,Congo,Michael Crichton,Fiction,http://books.google.com/books/content?id=Gp-fLBIrNY4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.58
176,0060541881,Johnny and the Dead,Terry Pratchett,Juvenile Fiction,http://books.google.com/books/content?id=HgU8rJfsHmsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.78
177,0060542381,Amelia Bedelia 40th Anniversary Collection,Peggy Parish,Juvenile Fiction,http://books.google.com/books/content?id=OzUIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.41
178,0060543493,The Girls of Lighthouse Lane #3,Thomas Kinkade;Erika Tamar,Juvenile Fiction,http://books.google.com/books/content?id=2LXIPoESG9kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.96
179,0060545844,The Bradbury Chronicles,Sam Weller,Biography & Autobiography,http://books.google.com/books/content?id=EiWCIK4vGSMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.22
180,0060546573,Three Rotten Eggs,Gregory Maguire,Juvenile Fiction,http://books.google.com/books/content?id=t2pWlCpY3jQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.74
181,0060548282,The Wicked Day,Mary Stewart,Fiction,http://books.google.com/books/content?id=znM3Eb8MZiMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.09
182,0060554738,The Game,Neil Strauss,Biography & Autobiography,http://books.google.com/books/content?id=ibpvw3wALXcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.74
183,0060556501,"The Lion, the Witch and the Wardrobe (picture book edition)",C. S. Lewis,Juvenile Fiction,http://books.google.com/books/content?id=FlSpprTpj-QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.19
184,0060556528,Gold,Isaac Asimov,Fiction,http://books.google.com/books/content?id=td_ulwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.99
185,0060564784,The Kindness of Strangers,Katrina Kittle,Fiction,http://books.google.com/books/content?id=nDhTBtlsnggC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.01
186,0060566108,Built to Last,Jim Collins;Jerry I. Porras,Business & Economics,http://books.google.com/books/content?id=lRNtHbvDgRgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.98
187,006056668X,Fluke,Christopher Moore,Fiction,http://books.google.com/books/content?id=pIHvlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.75
188,0060567236,Lord of Light,Roger Zelazny,Fiction,http://books.google.com/books/content?id=08b2Nzn-mRUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.1
189,006057058X,The Perennial Philosophy,Aldous Huxley,Philosophy,http://books.google.com/books/content?id=YdaFEb_LE9YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.23
190,0060572000,A Crack in the Edge of the World,Simon Winchester,History,http://books.google.com/books/content?id=St5QRRhkp1YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.78
191,0060572965,Dead Witch Walking,Kim Harrison,Fiction,http://books.google.com/books/content?id=KW1YBk2wPlIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.04
192,0060572973,"The Good, the Bad, and the Undead",Kim Harrison,Fiction,http://books.google.com/books/content?id=-hBqywEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.26
193,0060574216,"Men Are from Mars, Women Are from Venus",John Gray,Family & Relationships,http://books.google.com/books/content?id=MUw_dAtcRjEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.54
194,0060575816,Sabriel (adult),Garth Nix,Fiction,http://books.google.com/books/content?id=ugSPY6Gi_Y4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.17
195,0060577045,Slouching Toward Nirvana,Charles Bukowski,Poetry,http://books.google.com/books/content?id=L_7nlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.99
196,006057786X,Bad Childhood---Good Life,Laura Schlessinger,Self-Help,http://books.google.com/books/content?id=2sepdlitBW8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.92
197,0060578114,Cat Cross Their Graves,Shirley Rousseau Murphy,Fiction,http://books.google.com/books/content?id=L7LudFEjAdoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.3
198,0060578122,Cat Breaking Free,Shirley Rousseau Murphy,Fiction,http://books.google.com/books/content?id=-yFbmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.2
199,006058033X,Slider,Patrick Robinson,Sports & Recreation,http://books.google.com/books/content?id=MCK_lgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.18
200,0060582502,The Black Dahlia Files,Don Wolfe,True Crime,http://books.google.com/books/content?id=F6PpPrKuUaMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.84
201,0060584025,Metro Girl,Janet Evanovich,Fiction,http://books.google.com/books/content?id=X0OYbJSjxqYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.62
202,0060584033,Motor Mouth,Janet Evanovich,Fiction,http://books.google.com/books/content?id=mG5p4QA2zOwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.67
203,0060584750,Mystic River,Dennis Lehane,Fiction,http://books.google.com/books/content?id=2U-ivgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.18
204,0060586540,Great Short Works of Herman Melville,Herman Melville,Fiction,http://books.google.com/books/content?id=6WgbDCDIe-QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.02
205,0060587032,The Day I Swapped My Dad for Two Goldfish,Neil Gaiman,Juvenile Fiction,http://books.google.com/books/content?id=6EqMPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.03
206,0060589280,Eleven Minutes,Paulo Coelho,Fiction,http://books.google.com/books/content?id=Qp0EZu3GCYsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.69
207,0060589469,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,Psychology,http://books.google.com/books/content?id=KMRReyLPyXMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.77
208,0060590157,Ulysses S. Grant,Michael Korda,Biography & Autobiography,http://books.google.com/books/content?id=rvaqxQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.88
209,0060590270,A Dirty Job,Christopher Moore,Fiction,http://books.google.com/books/content?id=W8EPgwEP_hoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.07
210,0060593083,Quicksilver,Neal Stephenson,Fiction,http://books.google.com/books/content?id=Qf1AlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.93
211,0060593245,Every Book Its Reader,Nicholas A. Basbanes,Literary Criticism,http://books.google.com/books/content?id=o4K_KMO1DWUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.96
212,0060593636,Flirting With Danger,Suzanne Enoch,Fiction,http://books.google.com/books/content?id=c5DcXFV6Xm4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.93
213,0060594527,Lost Horizon,James Hilton,Fiction,http://books.google.com/books/content?id=QD1s4c3EHgUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.92
214,0060595183,The Doors of Perception and Heaven and Hell,Aldous Huxley,Philosophy,http://books.google.com/books/content?id=rz3NJb2-9_IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.94
215,0060598808,Thanksgiving,Janet Evanovich,Fiction,http://books.google.com/books/content?id=O-t1GwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.6
216,0060598840,Love Overboard,Janet Evanovich,Fiction,http://books.google.com/books/content?id=5pClJ0BTE2gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.65
217,0060598859,Back to the Bedroom,Janet Evanovich,Fiction,http://books.google.com/books/content?id=fcPjlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.67
218,0060598891,The Rocky Road to Romance,Janet Evanovich,Fiction,http://books.google.com/books/content?id=b42OAHDzYqUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.67
219,0060598964,Thomas Jefferson,Christopher Hitchens,Biography & Autobiography,http://books.google.com/books/content?id=zV8P_3E1OCIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.92
220,0060598972,Muhammad,Karen Armstrong,Biography & Autobiography,http://books.google.com/books/content?id=JUz3Z0iv_pgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.04
221,0060609176,Meeting Jesus Again for the First Time,Marcus J. Borg,Religion,http://books.google.com/books/content?id=-_ieWUhA6V4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995,4.14
222,0060609192,Reading the Bible Again for the First Time,Marcus J. Borg,Religion,http://books.google.com/books/content?id=pf0mlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.13
223,006062213X,Shadow of the Almighty,Elisabeth Elliot,Religion,http://books.google.com/books/content?id=QQCG9mNU1eAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989,4.39
224,006064589X,The Dance of the Dissident Daughter,Sue Monk Kidd,Religion,http://books.google.com/books/content?id=0FV3JwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.96
225,0060652853,C.S. Lewis,C. S. Lewis,Religion,http://books.google.com/books/content?id=vtr4NDL8AP8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,4.31
226,0060652896,The Screwtape Letters,C. S. Lewis,Religion,http://books.google.com/books/content?id=v1kn7KYynzIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.22
227,0060652926,Mere Christianity,C. S. Lewis,Religion,http://books.google.com/books/content?id=LpHbXdKJaMwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.32
228,0060654856,Learning to Love,Thomas Merton,Religion,http://books.google.com/books/content?id=U0nXswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.5
229,0060725141,The Mediator #4: Darkest Hour,Meg Cabot,Juvenile Fiction,,2004,4.17
230,0060727535,Cash,Johnny Cash,Biography & Autobiography,http://books.google.com/books/content?id=yL6MRZfrWjkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.07
231,0060727632,"The Collected Letters of C.S. Lewis, Volume 1",C. S. Lewis,Biography & Autobiography,http://books.google.com/books/content?id=eOxfuF6BQ0gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.37
232,0060730552,Touching the Void,Joe Simpson,Sports & Recreation,http://books.google.com/books/content?id=Qg8DO-EqFzoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.21
233,0060731303,Anybody Out There?,Marian Keyes,Fiction,http://books.google.com/books/content?id=79T7wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.91
234,0060732709,My Little Pony: Hide-and-Seek,Jennifer Frantz,Juvenile Fiction,http://books.google.com/books/content?id=oP3lPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.14
235,0060733357,The Confusion,Neal Stephenson,Fiction,http://books.google.com/books/content?id=NJbllgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.25
236,0060734019,Bridge to Terabithia (rack),Katherine Paterson,Juvenile Fiction,http://books.google.com/books/content?id=LgLT04F1KscC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.99
237,0060735422,Practical Demonkeeping,Christopher Moore,Fiction,http://books.google.com/books/content?id=saaBiYmBmgsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.82
238,0060735449,Island of the Sequined Love Nun,Christopher Moore,Fiction,http://books.google.com/books/content?id=YLqclgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.79
239,0060735457,The Lust Lizard of Melancholy Cove,Christopher Moore,Fiction,http://books.google.com/books/content?id=kUDSt-EI814C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.86
240,0060736259,Weetzie Bat,Francesca Lia Block,Juvenile Fiction,http://books.google.com/books/content?id=vxCXxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.74
241,0060737042,Behind the Curtain,Peter Abrahams,Juvenile Fiction,http://books.google.com/books/content?id=c5FuIIBgTGQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.9
242,0060739428,"Catherine, Called Birdy (Summer Reading Edition)",Karen Cushman,Juvenile Fiction,http://books.google.com/books/content?id=W1RIPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.71
243,0060745908,Wicked Musical Tie-in Edition,Gregory Maguire,Fiction,http://books.google.com/books/content?id=MLEujRNyoMUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.53
244,0060747226,Son of a Witch,Gregory Maguire,Fiction,http://books.google.com/books/content?id=5-3f3naMQ6QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.47
245,0060747471,This Rough Magic,Mary Stewart,Fiction,http://books.google.com/books/content?id=BjFn9MD8n10C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.05
246,006074748X,Airs Above the Ground,Mary Stewart,Fiction,http://books.google.com/books/content?id=P_i1ysmDf8MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.04
247,0060751649,The Mediator #5: Haunted,Meg Cabot,Juvenile Fiction,,2004,4.15
248,0060753102,Beauty,Robin McKinley,Juvenile Fiction,http://books.google.com/books/content?id=EaWWnkiShpIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.05
249,0060753633,Mating in Captivity,Esther Perel,Psychology,http://books.google.com/books/content?id=-HIhMOQanIEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.13
250,0060754001,Forgotten New York,Kevin Walsh,Travel,http://books.google.com/books/content?id=77aiRf018Y0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.18
251,0060758767,The Dead Beat,Marilyn Johnson,Social Science,http://books.google.com/books/content?id=b03jlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,3.41
252,0060760257,Charms for the Easy Life,Kaye Gibbons,Fiction,http://books.google.com/books/content?id=TE2mBDsQyvkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.02
253,0060760443,The Reading Group,Elizabeth Noble,Fiction,http://books.google.com/books/content?id=IagWjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.34
254,0060760826,A Couple of April Fools,Gregory Maguire,Juvenile Fiction,http://books.google.com/books/content?id=qW4cvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.5
255,0060761539,What Christians Believe,C. S. Lewis,Religion,http://books.google.com/books/content?id=81T46KixNg8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.2
256,0060763728,Psyche in a Dress,Francesca Lia Block,Juvenile Fiction,http://books.google.com/books/content?id=NYE3GwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.84
